11,54,04,房间00,密码,选项0,00,00,			游戏状态,0,提示信息,用户进入,用户,0
11,55,54,房间00,密码,选项0,00,00,		游戏状态,22,定时器,37,等待下注动画完成计时器 
11,55,54,房间00,密码,选项0,00,00,			游戏状态,22,服务器,下注			  ,bNewTurn=0,bBet{[0]=0[1]=0[2]=0[3]=0},bAddTimes=0,bNoteTimes=2,iNowBigNoteStyle=4,iOutPeople=1,m_byUserAddNum{[0]=0[1]=0[2]=0[3]=0},iNowBigNote=1280923,iTotalNote=3680923,bCanCheck=0,iNoteBottom=1280923,iNoteTop=1280923
11,55,58,房间00,密码,选项0,00,00,			游戏状态,22,客户端, 1,用户处理			,bBet=0,iVrebType=3,iNote=0}
11,55,58,房间00,密码,选项0,00,00,			游戏状态,22,服务器,下注结果			,bBet{[0]=0[1]=0[2]=0[3]=0},bNoteStyle=4,iOutPeople=1,iCurNote=1280923,iPlayerTotalNote{[0]=2480923[1]=2480923[2]=0[3]=0},iAllTotalNote=4961846,iUserCardCount{[0]=3[1]=3[2]=0[3]=0},iUserCard={[0]=_0x3D_0x19_0x0D_0x09_0x18[1]=_0x39_0x1B_0x07_0x08_0x2D[2]=_0x27_0x1C_0x2C_0x1A_0x0A[3]=_0x38_0x3B_0x0C_0x37_0x2B}
11,56,00,房间00,密码,选项0,00,00,		游戏状态,22,定时器,37,等待下注动画完成计时器 
11,56,00,房间00,密码,选项0,00,00,		游戏状态,22,定时器,35,收集动画 
11,56,00,房间00,密码,选项0,00,00,			游戏状态,22,服务器,收集筹码			,JetonTotal=922211068,bDeskStation=133
11,56,01,房间00,密码,选项0,00,00,		游戏状态,22,定时器,33,发送一张牌 
11,56,01,房间00,密码,选项0,00,00,			游戏状态,22,服务器,新发一张牌		   ,iTurnCard{[0]=9[1]=8[2]=0[3]=0},bStartPos=0
11,56,02,房间00,密码,选项0,00,00,		游戏状态,22,定时器,33,发送一张牌 
11,56,02,房间00,密码,选项0,00,00,		游戏状态,22,定时器,33,发送一张牌 
11,56,02,房间00,密码,选项0,00,00,			游戏状态,22,服务器,新发一张牌		   ,iTurnCard{[0]=24[1]=45[2]=0[3]=0},bStartPos=0
11,56,03,房间00,密码,选项0,00,00,		游戏状态,22,定时器,33,发送一张牌 
11,56,03,房间00,密码,选项0,00,00,			游戏状态,22,服务器,收集筹码			,JetonTotal=1974445598,bDeskStation=44
11,56,04,房间00,密码,选项0,00,00,		游戏状态,22,定时器,32,游戏结束定时器 
11,56,04,房间00,密码,选项0,00,00,			游戏状态,23,服务器,游戏结束			,iCardShape{[0]=3[1]=1[2]=0[3]=0},bShowCardShape{[0]=1[1]=1[2]=0[3]=0},iUserState{[0]=4[1]=4[2]=0[3]=0},iTurePoint{[0]=2480923[1]=-2480923[2]=0[3]=0},iChangeMoney{[0]=2480923[1]=-2480923[2]=0[3]=0},iUserCardCount{[0]=5[1]=5[2]=0[3]=0},iUserCard={[0]=_0x3D_0x19_0x0D_0x09_0x18[1]=_0x39_0x1B_0x07_0x08_0x2D[2]=_0x27_0x1C_0x2C_0x1A_0x0A[3]=_0x38_0x3B_0x0C_0x37_0x2B}
11,56,05,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,06,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,07,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,08,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,09,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,10,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,11,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,12,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,13,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,14,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
11,56,15,房间00,密码,选项0,00,00,		游戏状态,23,客户端, 0,同意游戏			
11,56,15,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
12,04,51,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户退出,用户,0
21,52,06,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户进入,用户,0
21,52,07,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
21,52,08,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
21,52,09,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
21,52,10,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
21,52,10,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户退出,用户,0
21,52,11,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
22,26,07,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户进入,用户,0
22,26,08,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
22,26,09,房间00,密码,选项0,00,00,		游戏状态,23,客户端, 0,同意游戏			
22,26,09,房间00,密码,选项0,00,00,		游戏状态,23,定时器,40,
22,29,13,房间00,密码,选项0,00,00,			游戏状态,23,提示信息,用户退出,用户,0
