09, 22, 08, 房间00, 密码476101, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
09, 22, 08, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 21, 53, 房间00, 密码757781, 12047e22, 03, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
16, 21, 56, 房间00, 密码757781, 12047e22, 03, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
16, 21, 56, 房间00, 密码757781, 12047e22, 03, 00, 游戏状态, 21, 服务器, 通知下注		   		
16, 21, 58, 房间00, 密码757781, 12047e22, 03, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
16, 21, 58, 房间00, 密码757781, 12047e22, 03, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=1, iUserCard={[0]=_0x1A_0x12_0x26_0x17_0x22[1]=_0x21_0x34_0x24_0x1B_0x38[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
16, 21, 59, 房间00, 密码757781, 12047e22, 03, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
16, 21, 59, 房间00, 密码757781, 12047e22, 03, 00, 游戏状态, 22, 服务器, 发牌完成		   		
16, 21, 59, 房间00, 密码757781, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
16, 22, 10, 房间00, 密码757781, 12047e22, 03, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
16, 23, 06, 房间00, 密码757781, 12047e22, 03, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
16, 23, 06, 房间00, 密码757781, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x1A[1]=0x12[2]=0x26}, byUpCard{[0]=0x17[1]=0x22}, iShape=1
16, 38, 48, 房间00, 密码757781, 12047e22, 03, 00, 游戏状态, 23, 用户进入, 0
16, 38, 58, 房间00, 密码757781, 12047e22, 03, 00, 			游戏状态, 23, 服务器, 大结算					, [0]={bWinner=0_dwUserID=10251										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=10389										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
16, 47, 46, 房间00, 密码692072, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
16, 52, 31, 房间00, 密码692072, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
16, 52, 31, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
16, 53, 26, 房间01, 密码392589, 00000000, 03, 00, 		游戏状态, 1, 定时器, 51, 
16, 53, 26, 房间01, 密码, 00000000, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
17, 12, 25, 房间00, 密码347079, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
17, 13, 01, 房间00, 密码347079, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 1
17, 33, 00, 房间00, 密码347079, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
17, 33, 00, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
18, 12, 45, 房间00, 密码303424, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
18, 15, 44, 房间00, 密码303424, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
18, 17, 06, 房间00, 密码303424, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
18, 20, 09, 房间00, 密码303424, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
18, 20, 09, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
18, 30, 10, 房间00, 密码082145, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
18, 30, 10, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
18, 51, 15, 房间00, 密码692072, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
18, 52, 35, 房间00, 密码296683, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
18, 56, 27, 房间00, 密码296683, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
18, 56, 27, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
20, 27, 19, 房间00, 密码364788, 12047e22, 03, 00, 游戏状态, 1, 用户进入, 0
20, 30, 21, 房间00, 密码364788, 12047e22, 03, 00, 		游戏状态, 1, 定时器, 51, 
20, 30, 21, 房间00, 密码, 12047e22, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
20, 37, 26, 房间00, 密码653789, 12047f01, 06, 00, 游戏状态, 1, 用户进入, 0
20, 37, 36, 房间00, 密码653789, 12047f01, 06, 00, 游戏状态, 1, 用户进入, 1
20, 37, 39, 房间00, 密码653789, 12047f01, 06, 00, 游戏状态, 24, 服务器, 游戏开始				
20, 37, 41, 房间00, 密码653789, 12047f01, 06, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
20, 37, 43, 房间00, 密码653789, 12047f01, 06, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=0, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=1[1]=1[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
20, 37, 46, 房间00, 密码653789, 12047f01, 06, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
20, 37, 46, 房间00, 密码653789, 12047f01, 06, 00, 游戏状态, 21, 服务器, 通知下注		   		
20, 37, 48, 房间00, 密码653789, 12047f01, 06, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
20, 37, 48, 房间00, 密码653789, 12047f01, 06, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x12_0x1C_0x17_0x0C_0x35[1]=_0x34_0x2A_0x27_0x31_0x29[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
20, 37, 50, 房间00, 密码653789, 12047f01, 06, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
20, 37, 50, 房间00, 密码653789, 12047f01, 06, 00, 游戏状态, 22, 服务器, 发牌完成		   		
20, 37, 50, 房间00, 密码653789, 12047f01, 06, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
20, 37, 57, 房间00, 密码653789, 12047f01, 06, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
20, 37, 57, 房间00, 密码653789, 12047f01, 06, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x2A[1]=0x27[2]=0x31}, byUpCard{[0]=0x34[1]=0x29}, iShape=5
20, 38, 00, 房间00, 密码653789, 12047f01, 06, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
20, 38, 35, 房间00, 密码653789, 12047f01, 06, 00, 			游戏状态, 23, 服务器, 大结算					, [0]={bWinner=0_dwUserID=13681										_iNTCount=0										_i64WinMoney=0, [1]={bWinner=0_dwUserID=14502										_iNTCount=0										_i64WinMoney=0, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
20, 39, 59, 房间00, 密码762013, 12123e28, 06, 00, 游戏状态, 1, 用户进入, 0
20, 40, 30, 房间00, 密码762013, 12123e28, 06, 00, 游戏状态, 1, 用户进入, 1
20, 40, 31, 房间00, 密码762013, 12123e28, 06, 00, 游戏状态, 24, 服务器, 游戏开始				
20, 40, 33, 房间00, 密码762013, 12123e28, 06, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
20, 40, 33, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x11_0x03_0x13_0x0C_0x1A[1]=_0x32_0x34_0x0D_0x31_0x2B[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
20, 40, 35, 房间00, 密码762013, 12123e28, 06, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
20, 40, 35, 房间00, 密码762013, 12123e28, 06, 00, 游戏状态, 22, 服务器, 发牌完成		   		
20, 40, 36, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 20, 服务器, 通知抢庄结束	   		, bNTDeskStation=1, byUserState={[0]=255[1]=255[2]=255[3]=255[4]=255[5]=255}, bCatchNum={[0]=4[1]=4[2]=255[3]=255[4]=255[5]=255}, bShowDing=1
20, 40, 40, 房间00, 密码762013, 12123e28, 06, 00, 		游戏状态, 20, 定时器, 37, 抢庄结束定时器		 
20, 40, 40, 房间00, 密码762013, 12123e28, 06, 00, 游戏状态, 21, 服务器, 通知下注		   		
20, 40, 41, 房间00, 密码762013, 12123e28, 06, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
20, 40, 41, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
20, 40, 47, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
20, 40, 47, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x32[1]=0x34[2]=0x31}, byUpCard{[0]=0x0D[1]=0x2B}, iShape=1
20, 40, 49, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
20, 40, 49, 房间00, 密码762013, 12123e28, 06, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x11[1]=0x03[2]=0x13}, byUpCard{[0]=0x0C[1]=0x1A}, iShape=10
20, 40, 50, 房间00, 密码762013, 12123e28, 06, 00, 		游戏状态, 23, 定时器, 41, 
20, 40, 51, 房间00, 密码762013, 12123e28, 06, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
20, 40, 51, 房间00, 密码762013, 12123e28, 06, 01, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=32[1]=-32[2]=0[3]=0[4]=0[5]=0
20, 40, 54, 房间00, 密码762013, 12123e28, 06, 01, 		游戏状态, 25, 定时器, 39, 自动开始下一局定时器
20, 41, 09, 房间00, 密码762013, 12123e28, 06, 01, 			游戏状态, 25, 服务器, 大结算					, [0]={bWinner=1_dwUserID=14502										_iNTCount=0										_i64WinMoney=32, [1]={bWinner=0_dwUserID=13681										_iNTCount=1										_i64WinMoney=-32, [2]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [3]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [4]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0, [5]={bWinner=0_dwUserID=0										_iNTCount=0										_i64WinMoney=0
